model,ds_type,noise_levels,n_samples,k_folds,k,TRE,TESTE,E_DIFF
knn,circles,0.3,10000,4,31,0.648666667,0.611,0.037666667
knn,circles,0.4,10,4,31,0.555555556,0,0.555555556
knn,circles,0.4,50,4,31,0.622222222,0,0.622222222
knn,circles,0.4,100,4,31,0.622222222,0.7,-0.077777778
knn,circles,0.4,1000,4,31,0.63,0.59,0.04
knn,circles,0.4,10000,4,31,0.613444444,0.59,0.023444444
knn,circles,0.5,10,4,31,0.666666667,1,-0.333333333
knn,circles,0.5,50,4,31,0.533333333,0.6,-0.066666667
knn,circles,0.5,100,4,31,0.555555556,0.7,-0.144444444
knn,circles,0.5,1000,4,31,0.606666667,0.54,0.066666667
knn,circles,0.5,10000,4,31,0.597888889,0.539,0.058888889
knn,moons,0,10,4,31,0.555555556,0,0.555555556
knn,moons,0,50,4,31,0.866666667,0.6,0.266666667
knn,moons,0,100,4,31,0.9,0.9,0
knn,moons,0,1000,4,31,1,1,0
knn,moons,0,10000,4,31,1,1,0
knn,moons,0.1,10,4,31,0.666666667,0,0.666666667
knn,moons,0.1,50,4,31,0.822222222,1,-0.177777778
knn,moons,0.1,100,4,31,0.866666667,0.8,0.066666667
knn,moons,0.1,1000,4,31,0.998888889,1,-0.001111111
knn,moons,0.1,10000,4,31,0.998888889,0.999,-0.000111111
knn,moons,0.2,10,4,31,0.777777778,0,0.777777778
knn,moons,0.2,50,4,31,0.844444444,1,-0.155555556
knn,moons,0.2,100,4,31,0.9,1,-0.1
knn,moons,0.2,1000,4,31,0.976666667,0.96,0.016666667
knn,moons,0.2,10000,4,31,0.970111111,0.967,0.003111111
knn,moons,0.3,10,4,31,0.666666667,0,0.666666667
knn,moons,0.3,50,4,31,0.777777778,1,-0.222222222
knn,moons,0.3,100,4,31,0.9,1,-0.1
knn,moons,0.3,1000,4,31,0.911111111,0.85,0.061111111
knn,moons,0.3,10000,4,31,0.913333333,0.897,0.016333333
knn,moons,0.4,10,4,31,0.666666667,1,-0.333333333
knn,moons,0.4,50,4,31,0.666666667,0.8,-0.133333333
knn,moons,0.4,100,4,31,0.8,0.4,0.4
knn,moons,0.4,1000,4,31,0.86,0.91,-0.05
knn,moons,0.4,10000,4,31,0.869333333,0.858,0.011333333
knn,moons,0.5,10,4,31,0.555555556,0,0.555555556
knn,moons,0.5,50,4,31,0.733333333,1,-0.266666667
knn,moons,0.5,100,4,31,0.822222222,0.8,0.022222222
knn,moons,0.5,1000,4,31,0.84,0.82,0.02
knn,moons,0.5,10000,4,31,0.828888889,0.803,0.025888889
knn,circles,0,10,4,21,0.555555556,0,0.555555556
knn,circles,0,50,4,21,0.644444444,0.8,-0.155555556
knn,circles,0,100,4,21,0.655555556,0.9,-0.244444444
knn,circles,0,1000,4,21,1,1,0
knn,circles,0,10000,4,21,1,1,0
knn,circles,0.1,10,4,21,0.777777778,0,0.777777778
knn,circles,0.1,50,4,21,0.6,0.6,0
knn,circles,0.1,100,4,21,0.622222222,0.4,0.222222222
knn,circles,0.1,1000,4,21,0.85,0.8,0.05
knn,circles,0.1,10000,4,21,0.845111111,0.834,0.011111111
knn,circles,0.2,10,4,21,0.555555556,1,-0.444444444
knn,circles,0.2,50,4,21,0.644444444,0.6,0.044444444
knn,circles,0.2,100,4,21,0.622222222,0.4,0.222222222
knn,circles,0.2,1000,4,21,0.697777778,0.67,0.027777778
knn,circles,0.2,10000,4,21,0.703333333,0.663,0.040333333
knn,circles,0.3,10,4,21,0.555555556,1,-0.444444444
knn,circles,0.3,50,4,21,0.6,0.4,0.2
knn,circles,0.3,100,4,21,0.6,0.6,0
knn,circles,0.3,1000,4,21,0.666666667,0.54,0.126666667
knn,circles,0.3,10000,4,21,0.653555556,0.604,0.049555556
knn,circles,0.4,10,4,21,0.555555556,0,0.555555556
knn,circles,0.4,50,4,21,0.666666667,0.2,0.466666667
knn,circles,0.4,100,4,21,0.644444444,0.5,0.144444444
knn,circles,0.4,1000,4,21,0.636666667,0.56,0.076666667
knn,circles,0.4,10000,4,21,0.623777778,0.59,0.033777778
knn,circles,0.5,10,4,21,0.666666667,1,-0.333333333
knn,circles,0.5,50,4,21,0.555555556,0.6,-0.044444444
knn,circles,0.5,100,4,21,0.611111111,0.6,0.011111111
knn,circles,0.5,1000,4,21,0.612222222,0.57,0.042222222
knn,circles,0.5,10000,4,21,0.605777778,0.542,0.063777778
knn,moons,0,10,4,21,0.555555556,0,0.555555556
knn,moons,0,50,4,21,0.911111111,0.6,0.311111111
knn,moons,0,100,4,21,0.977777778,1,-0.022222222
knn,moons,0,1000,4,21,1,1,0
knn,moons,0,10000,4,21,1,1,0
knn,moons,0.1,10,4,21,0.666666667,0,0.666666667
knn,moons,0.1,50,4,21,0.866666667,1,-0.133333333
knn,moons,0.1,100,4,21,0.944444444,1,-0.055555556
knn,moons,0.1,1000,4,21,0.998888889,1,-0.001111111
knn,moons,0.1,10000,4,21,0.999,0.999,0
knn,moons,0.2,10,4,21,0.777777778,0,0.777777778
knn,moons,0.2,50,4,21,0.844444444,1,-0.155555556
knn,moons,0.2,100,4,21,0.966666667,1,-0.033333333
knn,moons,0.2,1000,4,21,0.972222222,0.96,0.012222222
knn,moons,0.2,10000,4,21,0.969555556,0.967,0.002555556
knn,moons,0.3,10,4,21,0.666666667,0,0.666666667
knn,moons,0.3,50,4,21,0.822222222,1,-0.177777778
knn,moons,0.3,100,4,21,0.922222222,1,-0.077777778
knn,moons,0.3,1000,4,21,0.913333333,0.85,0.063333333
knn,moons,0.3,10000,4,21,0.914,0.894,0.02
knn,moons,0.4,10,4,21,0.666666667,1,-0.333333333
knn,moons,0.4,50,4,21,0.755555556,0.6,0.155555556
knn,moons,0.4,100,4,21,0.8,0.5,0.3
knn,moons,0.4,1000,4,21,0.867777778,0.9,-0.032222222
knn,moons,0.4,10000,4,21,0.870333333,0.854,0.016333333
knn,moons,0.5,10,4,21,0.555555556,0,0.555555556
knn,moons,0.5,50,4,21,0.822222222,1,-0.177777778
knn,moons,0.5,100,4,21,0.822222222,0.8,0.022222222
knn,moons,0.5,1000,4,21,0.847777778,0.8,0.047777778
knn,moons,0.5,10000,4,21,0.830555556,0.805,0.025555556
knn,circles,0,10,4,11,0.555555556,0,0.555555556
knn,circles,0,50,4,11,0.711111111,0.8,-0.088888889
knn,circles,0,100,4,11,0.666666667,0.6,0.066666667
knn,circles,0,1000,4,11,1,1,0
knn,circles,0,10000,4,11,1,1,0
knn,circles,0.1,10,4,11,0.777777778,0,0.777777778
knn,circles,0.1,50,4,11,0.622222222,0.8,-0.177777778
knn,circles,0.1,100,4,11,0.711111111,0.6,0.111111111
knn,circles,0.1,1000,4,11,0.853333333,0.79,0.063333333
knn,circles,0.1,10000,4,11,0.854111111,0.833,0.021111111
knn,circles,0.2,10,4,11,0.555555556,1,-0.444444444
knn,circles,0.2,50,4,11,0.644444444,0.4,0.244444444
knn,circles,0.2,100,4,11,0.588888889,0.8,-0.211111111
knn,circles,0.2,1000,4,11,0.725555556,0.61,0.115555556
knn,circles,0.2,10000,4,11,0.719111111,0.668,0.051111111
knn,circles,0.3,10,4,11,0.555555556,1,-0.444444444
knn,circles,0.3,50,4,11,0.533333333,0.8,-0.266666667
knn,circles,0.3,100,4,11,0.611111111,0.7,-0.088888889
knn,circles,0.3,1000,4,11,0.678888889,0.51,0.168888889
knn,circles,0.3,10000,4,11,0.677777778,0.596,0.081777778
knn,circles,0.4,10,4,11,0.555555556,0,0.555555556
knn,circles,0.4,50,4,11,0.733333333,0.4,0.333333333
knn,circles,0.4,100,4,11,0.633333333,0.6,0.033333333
knn,circles,0.4,1000,4,11,0.661111111,0.58,0.081111111
knn,circles,0.4,10000,4,11,0.654333333,0.577,0.077333333
knn,circles,0.5,10,4,11,0.666666667,1,-0.333333333
knn,circles,0.5,50,4,11,0.6,0.6,0
knn,circles,0.5,100,4,11,0.688888889,0.6,0.088888889
knn,circles,0.5,1000,4,11,0.626666667,0.62,0.006666667
knn,circles,0.5,10000,4,11,0.641,0.535,0.106
knn,moons,0,10,4,11,0.555555556,0,0.555555556
knn,moons,0,50,4,11,0.977777778,0.8,0.177777778
knn,moons,0,100,4,11,0.988888889,1,-0.011111111
knn,moons,0,1000,4,11,1,1,0
knn,moons,0,10000,4,11,1,1,0
knn,moons,0.1,10,4,11,0.666666667,0,0.666666667
knn,moons,0.1,50,4,11,0.977777778,1,-0.022222222
knn,moons,0.1,100,4,11,0.988888889,1,-0.011111111
knn,moons,0.1,1000,4,11,0.998888889,1,-0.001111111
knn,moons,0.1,10000,4,11,0.999111111,1,-0.000888889
knn,moons,0.2,10,4,11,0.777777778,0,0.777777778
knn,moons,0.2,50,4,11,0.933333333,1,-0.066666667
knn,moons,0.2,100,4,11,0.977777778,1,-0.022222222
knn,moons,0.2,1000,4,11,0.978888889,0.96,0.018888889
knn,moons,0.2,10000,4,11,0.971333333,0.968,0.003333333
knn,moons,0.3,10,4,11,0.666666667,0,0.666666667
knn,moons,0.3,50,4,11,0.888888889,1,-0.111111111
knn,moons,0.3,100,4,11,0.922222222,0.9,0.022222222
knn,moons,0.3,1000,4,11,0.914444444,0.86,0.054444444
knn,moons,0.3,10000,4,11,0.918333333,0.89,0.028333333
knn,moons,0.4,10,4,11,0.666666667,1,-0.333333333
knn,moons,0.4,50,4,11,0.844444444,1,-0.155555556
knn,moons,0.4,100,4,11,0.788888889,0.4,0.388888889
knn,moons,0.4,1000,4,11,0.863333333,0.89,-0.026666667
knn,moons,0.4,10000,4,11,0.872888889,0.846,0.026888889
knn,moons,0.5,10,4,11,0.555555556,0,0.555555556
knn,moons,0.5,50,4,11,0.822222222,1,-0.177777778
knn,moons,0.5,100,4,11,0.833333333,0.8,0.033333333
knn,moons,0.5,1000,4,11,0.842222222,0.81,0.032222222
knn,moons,0.5,10000,4,11,0.839,0.792,0.047
knn,circles,0,10,4,5,0.666666667,1,-0.333333333
knn,circles,0,50,4,5,0.822222222,0.8,0.022222222
knn,circles,0,100,4,5,0.877777778,0.8,0.077777778
knn,circles,0,1000,4,5,1,1,0
knn,circles,0,10000,4,5,1,1,0
knn,circles,0.1,10,4,5,0.777777778,0,0.777777778
knn,circles,0.1,50,4,5,0.733333333,0.6,0.133333333
knn,circles,0.1,100,4,5,0.822222222,0.8,0.022222222
knn,circles,0.1,1000,4,5,0.874444444,0.78,0.094444444
knn,circles,0.1,10000,4,5,0.867666667,0.818,0.049666667
knn,circles,0.2,10,4,5,0.555555556,0,0.555555556
knn,circles,0.2,50,4,5,0.777777778,0.6,0.177777778
knn,circles,0.2,100,4,5,0.788888889,0.6,0.188888889
knn,circles,0.2,1000,4,5,0.753333333,0.64,0.113333333
knn,circles,0.2,10000,4,5,0.761555556,0.65,0.111555556
knn,circles,0.3,10,4,5,0.888888889,0,0.888888889
knn,circles,0.3,50,4,5,0.711111111,0.2,0.511111111
knn,circles,0.3,100,4,5,0.655555556,0.5,0.155555556
knn,circles,0.3,1000,4,5,0.73,0.54,0.19
knn,circles,0.3,10000,4,5,0.729444444,0.571,0.158444444
knn,circles,0.4,10,4,5,0.555555556,0,0.555555556
knn,circles,0.4,50,4,5,0.711111111,0.2,0.511111111
knn,circles,0.4,100,4,5,0.666666667,0.6,0.066666667
knn,circles,0.4,1000,4,5,0.713333333,0.59,0.123333333
knn,circles,0.4,10000,4,5,0.708444444,0.564,0.144444444
knn,circles,0.5,10,4,5,0.666666667,1,-0.333333333
knn,circles,0.5,50,4,5,0.644444444,0.8,-0.155555556
knn,circles,0.5,100,4,5,0.7,0.5,0.2
knn,circles,0.5,1000,4,5,0.697777778,0.6,0.097777778
knn,circles,0.5,10000,4,5,0.695111111,0.523,0.172111111
knn,moons,0,10,4,5,0.888888889,1,-0.111111111
knn,moons,0,50,4,5,0.977777778,1,-0.022222222
knn,moons,0,100,4,5,1,1,0
knn,moons,0,1000,4,5,1,1,0
knn,moons,0,10000,4,5,1,1,0
knn,moons,0.1,10,4,5,0.888888889,1,-0.111111111
knn,moons,0.1,50,4,5,1,1,0
knn,moons,0.1,100,4,5,1,1,0
knn,moons,0.1,1000,4,5,1,1,0
knn,moons,0.1,10000,4,5,0.999111111,1,-0.000888889
knn,moons,0.2,10,4,5,0.777777778,0,0.777777778
knn,moons,0.2,50,4,5,0.955555556,1,-0.044444444
knn,moons,0.2,100,4,5,0.988888889,1,-0.011111111
knn,moons,0.2,1000,4,5,0.974444444,0.96,0.014444444
knn,moons,0.2,10000,4,5,0.973555556,0.963,0.010555556
knn,moons,0.3,10,4,5,1,0,1
knn,moons,0.3,50,4,5,0.955555556,1,-0.044444444
knn,moons,0.3,100,4,5,0.955555556,1,-0.044444444
knn,moons,0.3,1000,4,5,0.913333333,0.87,0.043333333
knn,moons,0.3,10000,4,5,0.927,0.896,0.031
knn,moons,0.4,10,4,5,0.777777778,1,-0.222222222
knn,moons,0.4,50,4,5,0.822222222,1,-0.177777778
knn,moons,0.4,100,4,5,0.866666667,0.4,0.466666667
knn,moons,0.4,1000,4,5,0.872222222,0.88,-0.007777778
knn,moons,0.4,10000,4,5,0.881777778,0.845,0.036777778
knn,moons,0.5,10,4,5,0.666666667,0,0.666666667
knn,moons,0.5,50,4,5,0.844444444,1,-0.155555556
knn,moons,0.5,100,4,5,0.844444444,0.7,0.144444444
knn,moons,0.5,1000,4,5,0.866666667,0.8,0.066666667
knn,moons,0.5,10000,4,5,0.854333333,0.79,0.064333333
knn,circles,0,10,4,3,0.777777778,1,-0.222222222
knn,circles,0,50,4,3,0.888888889,0.8,0.088888889
knn,circles,0,100,4,3,0.977777778,1,-0.022222222
knn,circles,0,1000,4,3,1,1,0
knn,circles,0,10000,4,3,1,1,0
knn,circles,0.1,10,4,3,0.777777778,0,0.777777778
knn,circles,0.1,50,4,3,0.844444444,1,-0.155555556
knn,circles,0.1,100,4,3,0.9,0.6,0.3
knn,circles,0.1,1000,4,3,0.897777778,0.82,0.077777778
knn,circles,0.1,10000,4,3,0.887,0.804,0.083
knn,circles,0.2,10,4,3,0.555555556,0,0.555555556
knn,circles,0.2,50,4,3,0.888888889,0.6,0.288888889
knn,circles,0.2,100,4,3,0.811111111,0.6,0.211111111
knn,circles,0.2,1000,4,3,0.806666667,0.63,0.176666667
knn,circles,0.2,10000,4,3,0.803222222,0.625,0.178222222
knn,circles,0.3,10,4,3,0.888888889,0,0.888888889
knn,circles,0.3,50,4,3,0.844444444,0.6,0.244444444
knn,circles,0.3,100,4,3,0.766666667,0.5,0.266666667
knn,circles,0.3,1000,4,3,0.781111111,0.56,0.221111111
knn,circles,0.3,10000,4,3,0.781777778,0.562,0.219777778
knn,circles,0.4,10,4,3,0.666666667,1,-0.333333333
knn,circles,0.4,50,4,3,0.8,0.2,0.6
knn,circles,0.4,100,4,3,0.711111111,0.5,0.211111111
knn,circles,0.4,1000,4,3,0.776666667,0.5,0.276666667
knn,circles,0.4,10000,4,3,0.767888889,0.543,0.224888889
knn,circles,0.5,10,4,3,0.666666667,1,-0.333333333
knn,circles,0.5,50,4,3,0.666666667,0.8,-0.133333333
knn,circles,0.5,100,4,3,0.755555556,0.5,0.255555556
knn,circles,0.5,1000,4,3,0.758888889,0.6,0.158888889
knn,circles,0.5,10000,4,3,0.754555556,0.528,0.226555556
knn,moons,0,10,4,3,0.888888889,1,-0.111111111
knn,moons,0,50,4,3,1,1,0
knn,moons,0,100,4,3,1,1,0
knn,moons,0,1000,4,3,1,1,0
knn,moons,0,10000,4,3,1,1,0
knn,moons,0.1,10,4,3,1,1,0
knn,moons,0.1,50,4,3,1,1,0
knn,moons,0.1,100,4,3,1,1,0
knn,moons,0.1,1000,4,3,1,1,0
knn,moons,0.1,10000,4,3,0.999111111,1,-0.000888889
knn,moons,0.2,10,4,3,1,1,0
knn,moons,0.2,50,4,3,0.977777778,1,-0.022222222
knn,moons,0.2,100,4,3,0.988888889,1,-0.011111111
knn,moons,0.2,1000,4,3,0.981111111,0.95,0.031111111
knn,moons,0.2,10000,4,3,0.975666667,0.962,0.013666667
knn,moons,0.3,10,4,3,0.888888889,0,0.888888889
knn,moons,0.3,50,4,3,0.933333333,1,-0.066666667
knn,moons,0.3,100,4,3,0.944444444,1,-0.055555556
knn,moons,0.3,1000,4,3,0.93,0.85,0.08
knn,moons,0.3,10000,4,3,0.937111111,0.887,0.050111111
knn,moons,0.4,10,4,3,0.888888889,1,-0.111111111
knn,moons,0.4,50,4,3,0.844444444,0.6,0.244444444
knn,moons,0.4,100,4,3,0.9,0.5,0.4
knn,moons,0.4,1000,4,3,0.893333333,0.85,0.043333333
knn,moons,0.4,10000,4,3,0.902555556,0.837,0.065555556
knn,moons,0.5,10,4,3,0.888888889,0,0.888888889
knn,moons,0.5,50,4,3,0.866666667,0.8,0.066666667
knn,moons,0.5,100,4,3,0.822222222,0.8,0.022222222
knn,moons,0.5,1000,4,3,0.884444444,0.77,0.114444444
knn,moons,0.5,10000,4,3,0.873,0.774,0.099
knn,circles,0,10,4,1,1,1,0
knn,circles,0,50,4,1,1,0.8,0.2
knn,circles,0,100,4,1,1,1,0
knn,circles,0,1000,4,1,1,1,0
knn,circles,0,10000,4,1,1,1,0
knn,circles,0.1,10,4,1,1,1,0
knn,circles,0.1,50,4,1,1,0.8,0.2
knn,circles,0.1,100,4,1,1,0.5,0.5
knn,circles,0.1,1000,4,1,1,0.76,0.24
knn,circles,0.1,10000,4,1,1,0.768,0.232
knn,circles,0.2,10,4,1,1,1,0
knn,circles,0.2,50,4,1,1,0.8,0.2
knn,circles,0.2,100,4,1,1,0.5,0.5
knn,circles,0.2,1000,4,1,1,0.6,0.4
knn,circles,0.2,10000,4,1,1,0.612,0.388
knn,circles,0.3,10,4,1,1,1,0
knn,circles,0.3,50,4,1,1,0.6,0.4
knn,circles,0.3,100,4,1,1,0.3,0.7
knn,circles,0.3,1000,4,1,1,0.5,0.5
knn,circles,0.3,10000,4,1,1,0.515,0.485
knn,circles,0.4,10,4,1,1,0,1
knn,circles,0.4,50,4,1,1,0.2,0.8
knn,circles,0.4,100,4,1,1,0.5,0.5
knn,circles,0.4,1000,4,1,1,0.55,0.45
knn,circles,0.4,10000,4,1,1,0.565,0.435
knn,circles,0.5,10,4,1,1,1,0
knn,circles,0.5,50,4,1,1,0.8,0.2
knn,circles,0.5,100,4,1,1,0.5,0.5
knn,circles,0.5,1000,4,1,1,0.58,0.42
knn,circles,0.5,10000,4,1,1,0.526,0.474
knn,moons,0,10,4,1,1,1,0
knn,moons,0,50,4,1,1,1,0
knn,moons,0,100,4,1,1,1,0
knn,moons,0,1000,4,1,1,1,0
knn,moons,0,10000,4,1,1,1,0
knn,moons,0.1,10,4,1,1,1,0
knn,moons,0.1,50,4,1,1,1,0
knn,moons,0.1,100,4,1,1,1,0
knn,moons,0.1,1000,4,1,1,1,0
knn,moons,0.1,10000,4,1,1,0.999,0.001
knn,moons,0.2,10,4,1,1,1,0
knn,moons,0.2,50,4,1,1,0.8,0.2
knn,moons,0.2,100,4,1,1,1,0
knn,moons,0.2,1000,4,1,1,0.95,0.05
knn,moons,0.2,10000,4,1,1,0.945,0.055
knn,moons,0.3,10,4,1,1,0,1
knn,moons,0.3,50,4,1,1,1,0
knn,moons,0.3,100,4,1,1,1,0
knn,moons,0.3,1000,4,1,1,0.81,0.19
knn,moons,0.3,10000,4,1,1,0.865,0.135
knn,moons,0.4,10,4,1,1,1,0
knn,moons,0.4,50,4,1,1,1,0
knn,moons,0.4,100,4,1,1,0.4,0.6
knn,moons,0.4,1000,4,1,1,0.78,0.22
knn,moons,0.4,10000,4,1,1,0.798,0.202
knn,moons,0.5,10,4,1,1,0,1
knn,moons,0.5,50,4,1,1,0.6,0.4
knn,moons,0.5,100,4,1,1,0.7,0.3
knn,moons,0.5,1000,4,1,1,0.69,0.31
knn,moons,0.5,10000,4,1,1,0.742,0.258
knn,circles,0,10,3,55,0.555555556,0,0.555555556
knn,circles,0,50,3,55,0.733333333,0.6,0.133333333
knn,circles,0,100,3,55,0.622222222,0.8,-0.177777778
knn,circles,0,1000,3,55,0.967777778,0.92,0.047777778
knn,circles,0,10000,3,55,1,1,0
knn,circles,0.1,10,3,55,0.666666667,1,-0.333333333
knn,circles,0.1,50,3,55,0.777777778,0.6,0.177777778
knn,circles,0.1,100,3,55,0.644444444,0.8,-0.155555556
knn,circles,0.1,1000,3,55,0.823333333,0.88,-0.056666667
knn,circles,0.1,10000,3,55,0.844111111,0.841,0.003111111
knn,circles,0.2,10,3,55,0.666666667,0,0.666666667
knn,circles,0.2,50,3,55,0.711111111,1,-0.288888889
knn,circles,0.2,100,3,55,0.511111111,0.4,0.111111111
knn,circles,0.2,1000,3,55,0.696666667,0.72,-0.023333333
knn,circles,0.2,10000,3,55,0.696111111,0.688,0.008111111
knn,circles,0.3,10,3,55,0.555555556,1,-0.444444444
knn,circles,0.3,50,3,55,0.733333333,0.2,0.533333333
knn,circles,0.3,100,3,55,0.577777778,0.6,-0.022222222
knn,circles,0.3,1000,3,55,0.647777778,0.6,0.047777778
knn,circles,0.3,10000,3,55,0.638666667,0.62,0.018666667
knn,circles,0.4,10,3,55,0.555555556,0,0.555555556
knn,circles,0.4,50,3,55,0.622222222,1,-0.377777778
knn,circles,0.4,100,3,55,0.533333333,0.8,-0.266666667
knn,circles,0.4,1000,3,55,0.613333333,0.52,0.093333333
knn,circles,0.4,10000,3,55,0.611555556,0.537,0.074555556
knn,circles,0.5,10,3,55,0.777777778,0,0.777777778
knn,circles,0.5,50,3,55,0.622222222,0.2,0.422222222
knn,circles,0.5,100,3,55,0.577777778,0.5,0.077777778
knn,circles,0.5,1000,3,55,0.594444444,0.51,0.084444444
knn,circles,0.5,10000,3,55,0.588333333,0.558,0.030333333
knn,moons,0,10,3,55,0.555555556,0,0.555555556
knn,moons,0,50,3,55,0.955555556,1,-0.044444444
knn,moons,0,100,3,55,0.844444444,0.8,0.044444444
knn,moons,0,1000,3,55,1,1,0
knn,moons,0,10000,3,55,1,1,0
knn,moons,0.1,10,3,55,0.666666667,0,0.666666667
knn,moons,0.1,50,3,55,0.977777778,0.8,0.177777778
knn,moons,0.1,100,3,55,0.766666667,0.9,-0.133333333
knn,moons,0.1,1000,3,55,0.995555556,1,-0.004444444
knn,moons,0.1,10000,3,55,0.998777778,1,-0.001222222
knn,moons,0.2,10,3,55,0.666666667,1,-0.333333333
knn,moons,0.2,50,3,55,0.933333333,1,-0.066666667
knn,moons,0.2,100,3,55,0.855555556,0.7,0.155555556
knn,moons,0.2,1000,3,55,0.971111111,0.98,-0.008888889
knn,moons,0.2,10000,3,55,0.969444444,0.97,-0.000555556
knn,moons,0.3,10,3,55,0.555555556,1,-0.444444444
knn,moons,0.3,50,3,55,0.911111111,0.8,0.111111111
knn,moons,0.3,100,3,55,0.877777778,0.7,0.177777778
knn,moons,0.3,1000,3,55,0.9,0.91,-0.01
knn,moons,0.3,10000,3,55,0.912666667,0.909,0.003666667
knn,moons,0.4,10,3,55,0.666666667,1,-0.333333333
knn,moons,0.4,50,3,55,0.777777778,1,-0.222222222
knn,moons,0.4,100,3,55,0.733333333,0.7,0.033333333
knn,moons,0.4,1000,3,55,0.866666667,0.86,0.006666667
knn,moons,0.4,10000,3,55,0.867111111,0.872,-0.004888889
knn,moons,0.5,10,3,55,0.555555556,0,0.555555556
knn,moons,0.5,50,3,55,0.822222222,0.6,0.222222222
knn,moons,0.5,100,3,55,0.822222222,0.7,0.122222222
knn,moons,0.5,1000,3,55,0.834444444,0.81,0.024444444
knn,moons,0.5,10000,3,55,0.827,0.829,-0.002
knn,circles,0,10,3,53,0.555555556,0,0.555555556
knn,circles,0,50,3,53,0.733333333,0.6,0.133333333
knn,circles,0,100,3,53,0.555555556,0.7,-0.144444444
knn,circles,0,1000,3,53,0.975555556,0.94,0.035555556
knn,circles,0,10000,3,53,1,1,0
knn,circles,0.1,10,3,53,0.666666667,1,-0.333333333
knn,circles,0.1,50,3,53,0.777777778,0.6,0.177777778
knn,circles,0.1,100,3,53,0.611111111,0.7,-0.088888889
knn,circles,0.1,1000,3,53,0.83,0.88,-0.05
knn,circles,0.1,10000,3,53,0.844222222,0.842,0.002222222
knn,circles,0.2,10,3,53,0.666666667,0,0.666666667
knn,circles,0.2,50,3,53,0.711111111,1,-0.288888889
knn,circles,0.2,100,3,53,0.488888889,0.4,0.088888889
knn,circles,0.2,1000,3,53,0.696666667,0.72,-0.023333333
knn,circles,0.2,10000,3,53,0.696222222,0.69,0.006222222
knn,circles,0.3,10,3,53,0.555555556,1,-0.444444444
knn,circles,0.3,50,3,53,0.733333333,0.2,0.533333333
knn,circles,0.3,100,3,53,0.6,0.7,-0.1
knn,circles,0.3,1000,3,53,0.642222222,0.63,0.012222222
knn,circles,0.3,10000,3,53,0.641888889,0.62,0.021888889
knn,circles,0.4,10,3,53,0.555555556,0,0.555555556
knn,circles,0.4,50,3,53,0.622222222,1,-0.377777778
knn,circles,0.4,100,3,53,0.522222222,0.8,-0.277777778
knn,circles,0.4,1000,3,53,0.62,0.53,0.09
knn,circles,0.4,10000,3,53,0.611888889,0.534,0.077888889
knn,circles,0.5,10,3,53,0.777777778,0,0.777777778
knn,circles,0.5,50,3,53,0.622222222,0.2,0.422222222
knn,circles,0.5,100,3,53,0.577777778,0.5,0.077777778
knn,circles,0.5,1000,3,53,0.594444444,0.51,0.084444444
knn,circles,0.5,10000,3,53,0.590444444,0.551,0.039444444
knn,moons,0,10,3,53,0.555555556,0,0.555555556
knn,moons,0,50,3,53,0.955555556,1,-0.044444444
knn,moons,0,100,3,53,0.855555556,0.8,0.055555556
knn,moons,0,1000,3,53,1,1,0
knn,moons,0,10000,3,53,1,1,0
knn,moons,0.1,10,3,53,0.666666667,0,0.666666667
knn,moons,0.1,50,3,53,0.977777778,0.8,0.177777778
knn,moons,0.1,100,3,53,0.8,0.9,-0.1
knn,moons,0.1,1000,3,53,0.995555556,1,-0.004444444
knn,moons,0.1,10000,3,53,0.998777778,1,-0.001222222
knn,moons,0.2,10,3,53,0.666666667,1,-0.333333333
knn,moons,0.2,50,3,53,0.933333333,1,-0.066666667
knn,moons,0.2,100,3,53,0.855555556,0.7,0.155555556
knn,moons,0.2,1000,3,53,0.972222222,0.98,-0.007777778
knn,moons,0.2,10000,3,53,0.969333333,0.971,-0.001666667
knn,moons,0.3,10,3,53,0.555555556,1,-0.444444444
knn,moons,0.3,50,3,53,0.911111111,0.8,0.111111111
knn,moons,0.3,100,3,53,0.866666667,0.7,0.166666667
knn,moons,0.3,1000,3,53,0.902222222,0.9,0.002222222
knn,moons,0.3,10000,3,53,0.912111111,0.911,0.001111111
knn,moons,0.4,10,3,53,0.666666667,1,-0.333333333
knn,moons,0.4,50,3,53,0.777777778,1,-0.222222222
knn,moons,0.4,100,3,53,0.733333333,0.7,0.033333333
knn,moons,0.4,1000,3,53,0.862222222,0.86,0.002222222
knn,moons,0.4,10000,3,53,0.867111111,0.872,-0.004888889
knn,moons,0.5,10,3,53,0.555555556,0,0.555555556
knn,moons,0.5,50,3,53,0.822222222,0.6,0.222222222
knn,moons,0.5,100,3,53,0.822222222,0.7,0.122222222
knn,moons,0.5,1000,3,53,0.836666667,0.82,0.016666667
knn,moons,0.5,10000,3,53,0.827111111,0.826,0.001111111
knn,circles,0,10,3,51,0.555555556,0,0.555555556
knn,circles,0,50,3,51,0.733333333,0.6,0.133333333
knn,circles,0,100,3,51,0.577777778,0.7,-0.122222222
knn,circles,0,1000,3,51,0.986666667,0.95,0.036666667
knn,circles,0,10000,3,51,1,1,0
knn,circles,0.1,10,3,51,0.666666667,1,-0.333333333
knn,circles,0.1,50,3,51,0.777777778,0.6,0.177777778
knn,circles,0.1,100,3,51,0.566666667,0.5,0.066666667
knn,circles,0.1,1000,3,51,0.825555556,0.87,-0.044444444
