model,ds_type,noise_levels,n_samples,k_folds,k,TRE,TESTE,E_DIFF
knn,moons,0.4,1000,1,51,0.86,0.89,-0.03
knn,moons,0.4,10000,1,51,0.869111111,0.869,0.000111111
knn,moons,0.5,10,1,51,0.555555556,0,0.555555556
knn,moons,0.5,50,1,51,0.844444444,0.8,0.044444444
knn,moons,0.5,100,1,51,0.833333333,0.8,0.033333333
knn,moons,0.5,1000,1,51,0.831111111,0.84,-0.008888889
knn,moons,0.5,10000,1,51,0.828777778,0.808,0.020777778
knn,circles,0,10,1,41,0.555555556,0,0.555555556
knn,circles,0,50,1,41,0.533333333,0.6,-0.066666667
knn,circles,0,100,1,41,0.6,0.5,0.1
knn,circles,0,1000,1,41,0.998888889,1,-0.001111111
knn,circles,0,10000,1,41,1,1,0
knn,circles,0.1,10,1,41,0.666666667,1,-0.333333333
knn,circles,0.1,50,1,41,0.622222222,0.2,0.422222222
knn,circles,0.1,100,1,41,0.622222222,0.6,0.022222222
knn,circles,0.1,1000,1,41,0.842222222,0.82,0.022222222
knn,circles,0.1,10000,1,41,0.843888889,0.83,0.013888889
knn,circles,0.2,10,1,41,0.555555556,1,-0.444444444
knn,circles,0.2,50,1,41,0.577777778,0.4,0.177777778
knn,circles,0.2,100,1,41,0.522222222,0.4,0.122222222
knn,circles,0.2,1000,1,41,0.694444444,0.66,0.034444444
knn,circles,0.2,10000,1,41,0.699666667,0.683,0.016666667
knn,circles,0.3,10,1,41,0.666666667,0,0.666666667
knn,circles,0.3,50,1,41,0.488888889,0.8,-0.311111111
knn,circles,0.3,100,1,41,0.611111111,0.3,0.311111111
knn,circles,0.3,1000,1,41,0.663333333,0.55,0.113333333
knn,circles,0.3,10000,1,41,0.644222222,0.595,0.049222222
knn,circles,0.4,10,1,41,0.555555556,0,0.555555556
knn,circles,0.4,50,1,41,0.555555556,0.6,-0.044444444
knn,circles,0.4,100,1,41,0.555555556,0.6,-0.044444444
knn,circles,0.4,1000,1,41,0.615555556,0.56,0.055555556
knn,circles,0.4,10000,1,41,0.608222222,0.585,0.023222222
knn,circles,0.5,10,1,41,0.666666667,1,-0.333333333
knn,circles,0.5,50,1,41,0.6,0.2,0.4
knn,circles,0.5,100,1,41,0.566666667,0.5,0.066666667
knn,circles,0.5,1000,1,41,0.595555556,0.51,0.085555556
knn,circles,0.5,10000,1,41,0.589666667,0.536,0.053666667
knn,moons,0,10,1,41,0.555555556,0,0.555555556
knn,moons,0,50,1,41,0.577777778,0.2,0.377777778
knn,moons,0,100,1,41,0.866666667,1,-0.133333333
knn,moons,0,1000,1,41,1,1,0
knn,moons,0,10000,1,41,1,1,0
knn,moons,0.1,10,1,41,0.555555556,1,-0.444444444
knn,moons,0.1,50,1,41,0.555555556,0.8,-0.244444444
knn,moons,0.1,100,1,41,0.866666667,0.7,0.166666667
knn,moons,0.1,1000,1,41,0.997777778,0.99,0.007777778
knn,moons,0.1,10000,1,41,0.998777778,0.999,-0.000222222
knn,moons,0.2,10,1,41,0.666666667,1,-0.333333333
knn,moons,0.2,50,1,41,0.6,0.2,0.4
knn,moons,0.2,100,1,41,0.888888889,0.9,-0.011111111
knn,moons,0.2,1000,1,41,0.974444444,0.97,0.004444444
knn,moons,0.2,10000,1,41,0.969111111,0.965,0.004111111
knn,moons,0.3,10,1,41,0.555555556,1,-0.444444444
knn,moons,0.3,50,1,41,0.711111111,1,-0.288888889
knn,moons,0.3,100,1,41,0.9,0.9,0
knn,moons,0.3,1000,1,41,0.902222222,0.88,0.022222222
knn,moons,0.3,10000,1,41,0.913111111,0.902,0.011111111
knn,moons,0.4,10,1,41,0.666666667,1,-0.333333333
knn,moons,0.4,50,1,41,0.555555556,0.6,-0.044444444
knn,moons,0.4,100,1,41,0.755555556,0.7,0.055555556
knn,moons,0.4,1000,1,41,0.863333333,0.87,-0.006666667
knn,moons,0.4,10000,1,41,0.867111111,0.869,-0.001888889
knn,moons,0.5,10,1,41,0.555555556,0,0.555555556
knn,moons,0.5,50,1,41,0.622222222,0.4,0.222222222
knn,moons,0.5,100,1,41,0.822222222,0.8,0.022222222
knn,moons,0.5,1000,1,41,0.834444444,0.88,-0.045555556
knn,moons,0.5,10000,1,41,0.828666667,0.804,0.024666667
knn,circles,0,10,1,31,0.555555556,0,0.555555556
knn,circles,0,50,1,31,0.533333333,0.6,-0.066666667
knn,circles,0,100,1,31,0.588888889,0.6,-0.011111111
knn,circles,0,1000,1,31,1,1,0
knn,circles,0,10000,1,31,1,1,0
knn,circles,0.1,10,1,31,0.666666667,1,-0.333333333
knn,circles,0.1,50,1,31,0.622222222,0.4,0.222222222
knn,circles,0.1,100,1,31,0.588888889,0.8,-0.211111111
knn,circles,0.1,1000,1,31,0.847777778,0.8,0.047777778
knn,circles,0.1,10000,1,31,0.845444444,0.833,0.012444444
knn,circles,0.2,10,1,31,0.555555556,1,-0.444444444
knn,circles,0.2,50,1,31,0.511111111,0.8,-0.288888889
knn,circles,0.2,100,1,31,0.522222222,0.4,0.122222222
knn,circles,0.2,1000,1,31,0.697777778,0.64,0.057777778
knn,circles,0.2,10000,1,31,0.700111111,0.677,0.023111111
knn,circles,0.3,10,1,31,0.666666667,0,0.666666667
knn,circles,0.3,50,1,31,0.4,0.2,0.2
knn,circles,0.3,100,1,31,0.633333333,0.4,0.233333333
knn,circles,0.3,1000,1,31,0.661111111,0.52,0.141111111
knn,circles,0.3,10000,1,31,0.651222222,0.589,0.062222222
knn,circles,0.4,10,1,31,0.555555556,0,0.555555556
knn,circles,0.4,50,1,31,0.555555556,0.6,-0.044444444
knn,circles,0.4,100,1,31,0.611111111,0.7,-0.088888889
knn,circles,0.4,1000,1,31,0.618888889,0.57,0.048888889
knn,circles,0.4,10000,1,31,0.614888889,0.582,0.032888889
knn,circles,0.5,10,1,31,0.666666667,1,-0.333333333
knn,circles,0.5,50,1,31,0.6,0.2,0.4
knn,circles,0.5,100,1,31,0.566666667,0.4,0.166666667
knn,circles,0.5,1000,1,31,0.598888889,0.52,0.078888889
knn,circles,0.5,10000,1,31,0.598888889,0.544,0.054888889
knn,moons,0,10,1,31,0.555555556,0,0.555555556
knn,moons,0,50,1,31,0.8,1,-0.2
knn,moons,0,100,1,31,0.9,1,-0.1
knn,moons,0,1000,1,31,1,1,0
knn,moons,0,10000,1,31,1,1,0
knn,moons,0.1,10,1,31,0.555555556,1,-0.444444444
knn,moons,0.1,50,1,31,0.8,1,-0.2
knn,moons,0.1,100,1,31,0.922222222,0.8,0.122222222
knn,moons,0.1,1000,1,31,1,0.99,0.01
knn,moons,0.1,10000,1,31,0.998888889,0.999,-0.000111111
knn,moons,0.2,10,1,31,0.666666667,1,-0.333333333
knn,moons,0.2,50,1,31,0.822222222,1,-0.177777778
knn,moons,0.2,100,1,31,0.911111111,1,-0.088888889
knn,moons,0.2,1000,1,31,0.973333333,0.97,0.003333333
knn,moons,0.2,10000,1,31,0.969333333,0.966,0.003333333
knn,moons,0.3,10,1,31,0.555555556,1,-0.444444444
knn,moons,0.3,50,1,31,0.777777778,1,-0.222222222
knn,moons,0.3,100,1,31,0.911111111,0.9,0.011111111
knn,moons,0.3,1000,1,31,0.904444444,0.89,0.014444444
knn,moons,0.3,10000,1,31,0.914,0.897,0.017
knn,moons,0.4,10,1,31,0.666666667,1,-0.333333333
knn,moons,0.4,50,1,31,0.666666667,0.8,-0.133333333
knn,moons,0.4,100,1,31,0.766666667,0.8,-0.033333333
knn,moons,0.4,1000,1,31,0.862222222,0.87,-0.007777778
knn,moons,0.4,10000,1,31,0.868333333,0.874,-0.005666667
knn,moons,0.5,10,1,31,0.555555556,0,0.555555556
knn,moons,0.5,50,1,31,0.733333333,0.8,-0.066666667
knn,moons,0.5,100,1,31,0.833333333,0.8,0.033333333
knn,moons,0.5,1000,1,31,0.834444444,0.84,-0.005555556
knn,moons,0.5,10000,1,31,0.829111111,0.803,0.026111111
knn,circles,0,10,1,21,0.555555556,0,0.555555556
knn,circles,0,50,1,21,0.666666667,0.8,-0.133333333
knn,circles,0,100,1,21,0.688888889,0.6,0.088888889
knn,circles,0,1000,1,21,1,1,0
knn,circles,0,10000,1,21,1,1,0
knn,circles,0.1,10,1,21,0.666666667,1,-0.333333333
knn,circles,0.1,50,1,21,0.622222222,0.2,0.422222222
knn,circles,0.1,100,1,21,0.566666667,0.7,-0.133333333
knn,circles,0.1,1000,1,21,0.847777778,0.81,0.037777778
knn,circles,0.1,10000,1,21,0.847,0.832,0.015
knn,circles,0.2,10,1,21,0.555555556,1,-0.444444444
knn,circles,0.2,50,1,21,0.6,0.4,0.2
knn,circles,0.2,100,1,21,0.611111111,0.5,0.111111111
knn,circles,0.2,1000,1,21,0.722222222,0.65,0.072222222
knn,circles,0.2,10000,1,21,0.701666667,0.696,0.005666667
knn,circles,0.3,10,1,21,0.666666667,0,0.666666667
knn,circles,0.3,50,1,21,0.488888889,0.6,-0.111111111
knn,circles,0.3,100,1,21,0.644444444,0.4,0.244444444
knn,circles,0.3,1000,1,21,0.656666667,0.56,0.096666667
knn,circles,0.3,10000,1,21,0.653666667,0.592,0.061666667
knn,circles,0.4,10,1,21,0.555555556,0,0.555555556
knn,circles,0.4,50,1,21,0.577777778,0.8,-0.222222222
knn,circles,0.4,100,1,21,0.633333333,0.7,-0.066666667
knn,circles,0.4,1000,1,21,0.65,0.58,0.07
knn,circles,0.4,10000,1,21,0.625,0.591,0.034
knn,circles,0.5,10,1,21,0.666666667,1,-0.333333333
knn,circles,0.5,50,1,21,0.577777778,0.2,0.377777778
knn,circles,0.5,100,1,21,0.611111111,0.5,0.111111111
knn,circles,0.5,1000,1,21,0.617777778,0.61,0.007777778
knn,circles,0.5,10000,1,21,0.606777778,0.549,0.057777778
knn,moons,0,10,1,21,0.555555556,0,0.555555556
knn,moons,0,50,1,21,0.911111111,1,-0.088888889
knn,moons,0,100,1,21,0.977777778,1,-0.022222222
knn,moons,0,1000,1,21,1,1,0
knn,moons,0,10000,1,21,1,1,0
knn,moons,0.1,10,1,21,0.555555556,1,-0.444444444
knn,moons,0.1,50,1,21,0.866666667,1,-0.133333333
knn,moons,0.1,100,1,21,0.988888889,0.9,0.088888889
knn,moons,0.1,1000,1,21,1,0.99,0.01
knn,moons,0.1,10000,1,21,0.999111111,0.999,0.000111111
knn,moons,0.2,10,1,21,0.666666667,1,-0.333333333
knn,moons,0.2,50,1,21,0.866666667,1,-0.133333333
knn,moons,0.2,100,1,21,0.966666667,1,-0.033333333
knn,moons,0.2,1000,1,21,0.973333333,0.97,0.003333333
knn,moons,0.2,10000,1,21,0.970222222,0.964,0.006222222
knn,moons,0.3,10,1,21,0.555555556,1,-0.444444444
knn,moons,0.3,50,1,21,0.888888889,1,-0.111111111
knn,moons,0.3,100,1,21,0.922222222,0.8,0.122222222
knn,moons,0.3,1000,1,21,0.904444444,0.9,0.004444444
knn,moons,0.3,10000,1,21,0.913777778,0.903,0.010777778
knn,moons,0.4,10,1,21,0.666666667,1,-0.333333333
knn,moons,0.4,50,1,21,0.777777778,1,-0.222222222
knn,moons,0.4,100,1,21,0.733333333,0.9,-0.166666667
knn,moons,0.4,1000,1,21,0.867777778,0.9,-0.032222222
knn,moons,0.4,10000,1,21,0.867,0.864,0.003
knn,moons,0.5,10,1,21,0.555555556,0,0.555555556
knn,moons,0.5,50,1,21,0.844444444,0.8,0.044444444
knn,moons,0.5,100,1,21,0.822222222,0.8,0.022222222
knn,moons,0.5,1000,1,21,0.832222222,0.85,-0.017777778
knn,moons,0.5,10000,1,21,0.830111111,0.804,0.026111111
knn,circles,0,10,1,11,0.555555556,0,0.555555556
knn,circles,0,50,1,11,0.711111111,0.8,-0.088888889
knn,circles,0,100,1,11,0.711111111,0.6,0.111111111
knn,circles,0,1000,1,11,1,1,0
knn,circles,0,10000,1,11,1,1,0
knn,circles,0.1,10,1,11,0.666666667,1,-0.333333333
knn,circles,0.1,50,1,11,0.711111111,0.2,0.511111111
knn,circles,0.1,100,1,11,0.777777778,0.8,-0.022222222
knn,circles,0.1,1000,1,11,0.848888889,0.81,0.038888889
knn,circles,0.1,10000,1,11,0.851333333,0.841,0.010333333
knn,circles,0.2,10,1,11,0.555555556,1,-0.444444444
knn,circles,0.2,50,1,11,0.777777778,0.6,0.177777778
knn,circles,0.2,100,1,11,0.688888889,0.6,0.088888889
knn,circles,0.2,1000,1,11,0.725555556,0.6,0.125555556
knn,circles,0.2,10000,1,11,0.715333333,0.683,0.032333333
knn,circles,0.3,10,1,11,0.666666667,0,0.666666667
knn,circles,0.3,50,1,11,0.688888889,0.8,-0.111111111
knn,circles,0.3,100,1,11,0.633333333,0.4,0.233333333
knn,circles,0.3,1000,1,11,0.677777778,0.53,0.147777778
knn,circles,0.3,10000,1,11,0.676444444,0.559,0.117444444
knn,circles,0.4,10,1,11,0.555555556,0,0.555555556
knn,circles,0.4,50,1,11,0.666666667,0.6,0.066666667
knn,circles,0.4,100,1,11,0.644444444,0.8,-0.155555556
knn,circles,0.4,1000,1,11,0.666666667,0.57,0.096666667
knn,circles,0.4,10000,1,11,0.661111111,0.567,0.094111111
knn,circles,0.5,10,1,11,0.666666667,1,-0.333333333
knn,circles,0.5,50,1,11,0.622222222,0.4,0.222222222
knn,circles,0.5,100,1,11,0.677777778,0.5,0.177777778
knn,circles,0.5,1000,1,11,0.64,0.56,0.08
knn,circles,0.5,10000,1,11,0.635666667,0.541,0.094666667
knn,moons,0,10,1,11,0.555555556,0,0.555555556
knn,moons,0,50,1,11,0.955555556,1,-0.044444444
knn,moons,0,100,1,11,0.988888889,1,-0.011111111
knn,moons,0,1000,1,11,1,1,0
knn,moons,0,10000,1,11,1,1,0
knn,moons,0.1,10,1,11,0.555555556,1,-0.444444444
knn,moons,0.1,50,1,11,0.977777778,1,-0.022222222
knn,moons,0.1,100,1,11,0.988888889,0.9,0.088888889
knn,moons,0.1,1000,1,11,1,0.99,0.01
knn,moons,0.1,10000,1,11,0.999222222,0.999,0.000222222
knn,moons,0.2,10,1,11,0.666666667,1,-0.333333333
knn,moons,0.2,50,1,11,0.933333333,1,-0.066666667
knn,moons,0.2,100,1,11,0.977777778,1,-0.022222222
knn,moons,0.2,1000,1,11,0.976666667,0.97,0.006666667
knn,moons,0.2,10000,1,11,0.970555556,0.965,0.005555556
knn,moons,0.3,10,1,11,0.555555556,1,-0.444444444
knn,moons,0.3,50,1,11,0.888888889,1,-0.111111111
knn,moons,0.3,100,1,11,0.933333333,1,-0.066666667
knn,moons,0.3,1000,1,11,0.906666667,0.91,-0.003333333
knn,moons,0.3,10000,1,11,0.915222222,0.894,0.021222222
knn,moons,0.4,10,1,11,0.666666667,1,-0.333333333
knn,moons,0.4,50,1,11,0.844444444,1,-0.155555556
knn,moons,0.4,100,1,11,0.755555556,1,-0.244444444
knn,moons,0.4,1000,1,11,0.858888889,0.87,-0.011111111
knn,moons,0.4,10000,1,11,0.870777778,0.866,0.004777778
knn,moons,0.5,10,1,11,0.555555556,0,0.555555556
knn,moons,0.5,50,1,11,0.866666667,0.8,0.066666667
knn,moons,0.5,100,1,11,0.822222222,0.8,0.022222222
knn,moons,0.5,1000,1,11,0.855555556,0.82,0.035555556
knn,moons,0.5,10000,1,11,0.836,0.791,0.045
knn,circles,0,10,1,5,0.777777778,0,0.777777778
knn,circles,0,50,1,5,0.777777778,0.8,-0.022222222
knn,circles,0,100,1,5,0.855555556,0.6,0.255555556
knn,circles,0,1000,1,5,1,1,0
knn,circles,0,10000,1,5,1,1,0
knn,circles,0.1,10,1,5,0.555555556,0,0.555555556
knn,circles,0.1,50,1,5,0.733333333,0.8,-0.066666667
knn,circles,0.1,100,1,5,0.811111111,0.9,-0.088888889
knn,circles,0.1,1000,1,5,0.875555556,0.8,0.075555556
knn,circles,0.1,10000,1,5,0.867111111,0.824,0.043111111
knn,circles,0.2,10,1,5,0.555555556,0,0.555555556
knn,circles,0.2,50,1,5,0.777777778,0.4,0.377777778
knn,circles,0.2,100,1,5,0.733333333,0.6,0.133333333
knn,circles,0.2,1000,1,5,0.761111111,0.62,0.141111111
knn,circles,0.2,10000,1,5,0.757333333,0.662,0.095333333
knn,circles,0.3,10,1,5,0.777777778,1,-0.222222222
knn,circles,0.3,50,1,5,0.666666667,0.6,0.066666667
knn,circles,0.3,100,1,5,0.677777778,0.6,0.077777778
knn,circles,0.3,1000,1,5,0.73,0.58,0.15
knn,circles,0.3,10000,1,5,0.726111111,0.559,0.167111111
knn,circles,0.4,10,1,5,0.555555556,0,0.555555556
knn,circles,0.4,50,1,5,0.733333333,0.4,0.333333333
knn,circles,0.4,100,1,5,0.7,0.8,-0.1
knn,circles,0.4,1000,1,5,0.727777778,0.54,0.187777778
knn,circles,0.4,10000,1,5,0.703555556,0.555,0.148555556
knn,circles,0.5,10,1,5,0.666666667,1,-0.333333333
knn,circles,0.5,50,1,5,0.644444444,0.4,0.244444444
knn,circles,0.5,100,1,5,0.688888889,0.4,0.288888889
knn,circles,0.5,1000,1,5,0.697777778,0.61,0.087777778
knn,circles,0.5,10000,1,5,0.696222222,0.516,0.180222222
knn,moons,0,10,1,5,0.888888889,1,-0.111111111
knn,moons,0,50,1,5,0.977777778,1,-0.022222222
knn,moons,0,100,1,5,1,1,0
knn,moons,0,1000,1,5,1,1,0
knn,moons,0,10000,1,5,1,1,0
knn,moons,0.1,10,1,5,1,1,0
knn,moons,0.1,50,1,5,1,1,0
knn,moons,0.1,100,1,5,1,1,0
knn,moons,0.1,1000,1,5,1,1,0
knn,moons,0.1,10000,1,5,0.999222222,0.999,0.000222222
knn,moons,0.2,10,1,5,0.888888889,1,-0.111111111
knn,moons,0.2,50,1,5,0.977777778,1,-0.022222222
knn,moons,0.2,100,1,5,0.988888889,1,-0.011111111
knn,moons,0.2,1000,1,5,0.975555556,0.97,0.005555556
knn,moons,0.2,10000,1,5,0.973111111,0.962,0.011111111
knn,moons,0.3,10,1,5,0.777777778,1,-0.222222222
knn,moons,0.3,50,1,5,0.955555556,1,-0.044444444
knn,moons,0.3,100,1,5,0.944444444,1,-0.055555556
knn,moons,0.3,1000,1,5,0.91,0.9,0.01
knn,moons,0.3,10000,1,5,0.927666667,0.9,0.027666667
knn,moons,0.4,10,1,5,0.777777778,1,-0.222222222
knn,moons,0.4,50,1,5,0.822222222,1,-0.177777778
knn,moons,0.4,100,1,5,0.855555556,0.8,0.055555556
knn,moons,0.4,1000,1,5,0.868888889,0.88,-0.011111111
knn,moons,0.4,10000,1,5,0.881111111,0.852,0.029111111
knn,moons,0.5,10,1,5,0.555555556,1,-0.444444444
knn,moons,0.5,50,1,5,0.866666667,0.6,0.266666667
knn,moons,0.5,100,1,5,0.844444444,0.9,-0.055555556
knn,moons,0.5,1000,1,5,0.865555556,0.82,0.045555556
knn,moons,0.5,10000,1,5,0.853777778,0.795,0.058777778
knn,circles,0,10,1,3,0.777777778,0,0.777777778
knn,circles,0,50,1,3,0.866666667,0.8,0.066666667
knn,circles,0,100,1,3,0.977777778,1,-0.022222222
knn,circles,0,1000,1,3,1,1,0
knn,circles,0,10000,1,3,1,1,0
knn,circles,0.1,10,1,3,0.777777778,0,0.777777778
knn,circles,0.1,50,1,3,0.866666667,0.8,0.066666667
knn,circles,0.1,100,1,3,0.855555556,0.9,-0.044444444
knn,circles,0.1,1000,1,3,0.893333333,0.8,0.093333333
knn,circles,0.1,10000,1,3,0.888111111,0.808,0.080111111
knn,circles,0.2,10,1,3,0.666666667,0,0.666666667
knn,circles,0.2,50,1,3,0.866666667,0.6,0.266666667
knn,circles,0.2,100,1,3,0.788888889,0.8,-0.011111111
knn,circles,0.2,1000,1,3,0.794444444,0.66,0.134444444
knn,circles,0.2,10000,1,3,0.798777778,0.649,0.149777778
knn,circles,0.3,10,1,3,0.777777778,1,-0.222222222
knn,circles,0.3,50,1,3,0.822222222,0.6,0.222222222
knn,circles,0.3,100,1,3,0.744444444,0.4,0.344444444
knn,circles,0.3,1000,1,3,0.781111111,0.55,0.231111111
knn,circles,0.3,10000,1,3,0.779777778,0.566,0.213777778
knn,circles,0.4,10,1,3,0.555555556,1,-0.444444444
knn,circles,0.4,50,1,3,0.688888889,0.4,0.288888889
knn,circles,0.4,100,1,3,0.733333333,0.5,0.233333333
knn,circles,0.4,1000,1,3,0.766666667,0.5,0.266666667
knn,circles,0.4,10000,1,3,0.768444444,0.52,0.248444444
knn,circles,0.5,10,1,3,0.666666667,1,-0.333333333
knn,circles,0.5,50,1,3,0.688888889,0.4,0.288888889
knn,circles,0.5,100,1,3,0.722222222,0.5,0.222222222
knn,circles,0.5,1000,1,3,0.768888889,0.54,0.228888889
knn,circles,0.5,10000,1,3,0.755888889,0.506,0.249888889
knn,moons,0,10,1,3,0.888888889,1,-0.111111111
knn,moons,0,50,1,3,1,1,0
knn,moons,0,100,1,3,1,1,0
knn,moons,0,1000,1,3,1,1,0
knn,moons,0,10000,1,3,1,1,0
knn,moons,0.1,10,1,3,1,1,0
knn,moons,0.1,50,1,3,1,1,0
knn,moons,0.1,100,1,3,1,1,0
knn,moons,0.1,1000,1,3,1,1,0
knn,moons,0.1,10000,1,3,0.999111111,0.999,0.000111111
knn,moons,0.2,10,1,3,0.888888889,1,-0.111111111
knn,moons,0.2,50,1,3,0.977777778,1,-0.022222222
knn,moons,0.2,100,1,3,0.988888889,1,-0.011111111
knn,moons,0.2,1000,1,3,0.981111111,0.97,0.011111111
knn,moons,0.2,10000,1,3,0.974666667,0.96,0.014666667
knn,moons,0.3,10,1,3,0.777777778,1,-0.222222222
knn,moons,0.3,50,1,3,0.933333333,1,-0.066666667
knn,moons,0.3,100,1,3,0.944444444,1,-0.055555556
knn,moons,0.3,1000,1,3,0.924444444,0.9,0.024444444
knn,moons,0.3,10000,1,3,0.936777778,0.888,0.048777778
knn,moons,0.4,10,1,3,0.888888889,1,-0.111111111
knn,moons,0.4,50,1,3,0.844444444,1,-0.155555556
knn,moons,0.4,100,1,3,0.888888889,0.8,0.088888889
knn,moons,0.4,1000,1,3,0.893333333,0.86,0.033333333
knn,moons,0.4,10000,1,3,0.899222222,0.845,0.054222222
knn,moons,0.5,10,1,3,0.888888889,1,-0.111111111
knn,moons,0.5,50,1,3,0.866666667,0.8,0.066666667
knn,moons,0.5,100,1,3,0.822222222,0.7,0.122222222
knn,moons,0.5,1000,1,3,0.877777778,0.8,0.077777778
knn,moons,0.5,10000,1,3,0.873888889,0.781,0.092888889
knn,circles,0,10,1,1,1,0,1
knn,circles,0,50,1,1,1,1,0
knn,circles,0,100,1,1,1,1,0
knn,circles,0,1000,1,1,1,1,0
knn,circles,0,10000,1,1,1,1,0
knn,circles,0.1,10,1,1,1,1,0
knn,circles,0.1,50,1,1,1,0.8,0.2
knn,circles,0.1,100,1,1,1,0.8,0.2
knn,circles,0.1,1000,1,1,1,0.76,0.24
knn,circles,0.1,10000,1,1,1,0.765,0.235
knn,circles,0.2,10,1,1,1,0,1
knn,circles,0.2,50,1,1,1,0.4,0.6
knn,circles,0.2,100,1,1,1,0.7,0.3
knn,circles,0.2,1000,1,1,1,0.58,0.42
knn,circles,0.2,10000,1,1,1,0.6,0.4
knn,circles,0.3,10,1,1,1,1,0
knn,circles,0.3,50,1,1,1,0.2,0.8
knn,circles,0.3,100,1,1,1,0.7,0.3
knn,circles,0.3,1000,1,1,1,0.56,0.44
knn,circles,0.3,10000,1,1,1,0.562,0.438
knn,circles,0.4,10,1,1,1,0,1
knn,circles,0.4,50,1,1,1,0.8,0.2
knn,circles,0.4,100,1,1,1,0.8,0.2
knn,circles,0.4,1000,1,1,1,0.52,0.48
knn,circles,0.4,10000,1,1,1,0.522,0.478
knn,circles,0.5,10,1,1,1,1,0
knn,circles,0.5,50,1,1,1,0.8,0.2
knn,circles,0.5,100,1,1,1,0.3,0.7
knn,circles,0.5,1000,1,1,1,0.47,0.53
knn,circles,0.5,10000,1,1,1,0.504,0.496
knn,moons,0,10,1,1,1,1,0
knn,moons,0,50,1,1,1,1,0
knn,moons,0,100,1,1,1,1,0
knn,moons,0,1000,1,1,1,1,0
knn,moons,0,10000,1,1,1,1,0
knn,moons,0.1,10,1,1,1,1,0
knn,moons,0.1,50,1,1,1,1,0
knn,moons,0.1,100,1,1,1,1,0
knn,moons,0.1,1000,1,1,1,1,0
knn,moons,0.1,10000,1,1,1,0.999,0.001
knn,moons,0.2,10,1,1,1,1,0
knn,moons,0.2,50,1,1,1,0.8,0.2
knn,moons,0.2,100,1,1,1,1,0
knn,moons,0.2,1000,1,1,1,0.94,0.06
knn,moons,0.2,10000,1,1,1,0.958,0.042
knn,moons,0.3,10,1,1,1,1,0
knn,moons,0.3,50,1,1,1,0.8,0.2
knn,moons,0.3,100,1,1,1,1,0
knn,moons,0.3,1000,1,1,1,0.86,0.14
knn,moons,0.3,10000,1,1,1,0.87,0.13
knn,moons,0.4,10,1,1,1,1,0
knn,moons,0.4,50,1,1,1,0.8,0.2
knn,moons,0.4,100,1,1,1,0.8,0.2
knn,moons,0.4,1000,1,1,1,0.81,0.19
knn,moons,0.4,10000,1,1,1,0.781,0.219
knn,moons,0.5,10,1,1,1,1,0
knn,moons,0.5,50,1,1,1,0.6,0.4
knn,moons,0.5,100,1,1,1,0.6,0.4
knn,moons,0.5,1000,1,1,1,0.75,0.25
knn,moons,0.5,10000,1,1,1,0.751,0.249
knn,circles,0,10,0,55,0.555555556,0,0.555555556
knn,circles,0,50,0,55,0.733333333,0.4,0.333333333
knn,circles,0,100,0,55,0.566666667,0.3,0.266666667
knn,circles,0,1000,0,55,0.986666667,0.99,-0.003333333
knn,circles,0,10000,0,55,1,1,0
knn,circles,0.1,10,0,55,0.777777778,0,0.777777778
knn,circles,0.1,50,0,55,0.733333333,0,0.733333333
knn,circles,0.1,100,0,55,0.622222222,0.4,0.222222222
knn,circles,0.1,1000,0,55,0.85,0.8,0.05
knn,circles,0.1,10000,0,55,0.843333333,0.838,0.005333333
knn,circles,0.2,10,0,55,0.555555556,1,-0.444444444
knn,circles,0.2,50,0,55,0.755555556,0.4,0.355555556
knn,circles,0.2,100,0,55,0.522222222,0.4,0.122222222
knn,circles,0.2,1000,0,55,0.7,0.71,-0.01
knn,circles,0.2,10000,0,55,0.693333333,0.693,0.000333333
knn,circles,0.3,10,0,55,0.555555556,1,-0.444444444
knn,circles,0.3,50,0,55,0.666666667,0.8,-0.133333333
knn,circles,0.3,100,0,55,0.555555556,0.5,0.055555556
knn,circles,0.3,1000,0,55,0.654444444,0.58,0.074444444
knn,circles,0.3,10000,0,55,0.640444444,0.611,0.029444444
knn,circles,0.4,10,0,55,0.555555556,0,0.555555556
knn,circles,0.4,50,0,55,0.688888889,0.4,0.288888889
knn,circles,0.4,100,0,55,0.566666667,0.5,0.066666667
knn,circles,0.4,1000,0,55,0.622222222,0.62,0.002222222
knn,circles,0.4,10000,0,55,0.606666667,0.588,0.018666667
knn,circles,0.5,10,0,55,0.777777778,0,0.777777778
knn,circles,0.5,50,0,55,0.644444444,0.4,0.244444444
knn,circles,0.5,100,0,55,0.6,0.3,0.3
knn,circles,0.5,1000,0,55,0.592222222,0.54,0.052222222
knn,circles,0.5,10000,0,55,0.590777778,0.555,0.035777778
knn,moons,0,10,0,55,0.555555556,0,0.555555556
knn,moons,0,50,0,55,0.977777778,0.8,0.177777778
knn,moons,0,100,0,55,0.822222222,0.9,-0.077777778
knn,moons,0,1000,0,55,1,1,0
knn,moons,0,10000,0,55,1,1,0
knn,moons,0.1,10,0,55,0.555555556,1,-0.444444444
knn,moons,0.1,50,0,55,0.977777778,1,-0.022222222
knn,moons,0.1,100,0,55,0.777777778,1,-0.222222222
knn,moons,0.1,1000,0,55,0.995555556,1,-0.004444444
knn,moons,0.1,10000,0,55,0.998666667,0.999,-0.000333333
knn,moons,0.2,10,0,55,0.666666667,1,-0.333333333
